OrigProj,Amount,projecttitle,Forum,Sponsor,AwardYear,Color,subforum,Improvement Type,ProjNo
BELL-13,1443000,116th Ave NE Nonmotorized Facilities,FHWA Countywide,Bellevue,1993,STP(U),King Countywide Forum,Bicycle/Pedestrian,BELL-13
BELL-14,100000,West Lake Sammamish Parkway Design Study,FHWA Countywide,Bellevue,1993,STP(U),King Countywide Forum,"Studies, TDM, Other",BELL-14
BELL-15,1656000,118th Ave SE Nonmotorized Facilities,FHWA Countywide,Bellevue,1993,STP(U),King Countywide Forum,Bicycle/Pedestrian,BELL-15
BELL-22,200000,Bellevue Flex Pass Demonstration Project,FHWA Countywide,Bellevue,1993,CMAQ,King Countywide Forum,"Studies, TDM, Other",BELL-22
BELL-25,500000,150th Ave SE -- SE 36th Street to SE Newport Way (joint project w/King Co; Bellevue lead),FHWA Countywide,Bellevue,1995,STP(U),King Countywide Forum,Safety & Efficiency,BELL-25
BELL-25,789741,150th Ave SE -- SE 36th Street to SE Newport Way (joint project w/King Co; Bellevue lead),FHWA Countywide,Bellevue,1997,STP(U),King Countywide Forum,Safety & Efficiency,BELL-25
BELL-3,130000,The Transit/Neighborhood Link Study,FHWA Countywide,Bellevue,1993,STP(U),King Countywide Forum,Bicycle/Pedestrian,BELL-3
BELL-30,136837,Bellevue Transit Neighborhood Links Program,FHWA Countywide,Bellevue,2002,STP(N),King Countywide Forum,Bicycle/Pedestrian,BELL-30
BELL-30,262000,Bellevue Transit Neighborhood Links Program,FHWA Countywide,Bellevue,1997,CMAQ,King Countywide Forum,Bicycle/Pedestrian,BELL-30
BELL-34B,2300000,I-405/Bellevue Downtown Access,FHWA RPEC,Bellevue,1997,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,BELL-34B
BELL-39,423703,Lake Washington Blvd SE Nonmotorized Access,FHWA Countywide,Bellevue,1999,CMAQ,King Countywide Forum,Bicycle/Pedestrian,BELL-39
BELL-4,156000,One Less Car: Use It Wisely,FHWA Countywide,Bellevue,1993,CMAQ,King Countywide Forum,"Studies, TDM, Other",BELL-4
BELL-40,722323,156th Avenue NE - NE 8th Street to Northup Way,FHWA Countywide,Bellevue,1999,STP(U),King Countywide Forum,"Studies, TDM, Other",BELL-40
BELL-40,722323,156th Avenue NE - NE 8th Street to Northup Way,FHWA Countywide,Bellevue,2003,STP(U),King Countywide Forum,"Studies, TDM, Other",BELL-40
BELL-41,100600,116th Avenue NE Overlay,FHWA Countywide,Bellevue,1999,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BELL-41
BELL-41,332600,116th Avenue NE Overlay,FHWA Countywide,Bellevue,2003,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BELL-41
BELL-42,232000,Lakemont Boulevard SE Overlay,FHWA Countywide,Bellevue,1999,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BELL-42
BELL-44,817739,148th Ave SE Roadway Improvement,FHWA Countywide,Bellevue,2002,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BELL-44
BELL-46,1397095,Urban Overlay Project (Five Roadways in Downtown Bellevue),FHWA Countywide,Bellevue,2004,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BELL-46
BELL-47,304166,NE 2nd Street Roadway Enhancement (Bellevue Way to 112th Avenue NE),FHWA Countywide,Bellevue,2004,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BELL-47
BELL-50,158826,NE 10th Street Extension,FHWA Countywide,Bellevue,2005,STP(N),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BELL-50
BELL-51,200000,NE 24th Street Non-Motorized Improvements (Northup Way to 130th Avenue NE),FHWA Countywide,Bellevue,2005,STP(U),King Countywide Forum,Bicycle/Pedestrian,BELL-51
BELL-53,2049000,NE 8th Street Widening/106th to 108th Avenues NE,FHWA RPEC,Bellevue,2006,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,BELL-53
BELL-56,1100686,120th Avenue NE Corridor - NE 4th Street to Northup Way,FHWA Countywide,Bellevue,2012,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BELL-56
BELL-56,2600000,120th Avenue NE Corridor - NE 4th Street to Northup Way,FHWA Countywide,Bellevue,2009,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BELL-56
BELL-56,4390000,120th Avenue NE Corridor - NE 4th Street to Northup Way,FHWA Countywide,Bellevue,2014,STP(UL),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BELL-56
BELL-59,354400,124th Avenue SE Connection to I-90 Trail,FHWA Countywide,Bellevue,2009,CMAQ,King Countywide Forum,Bicycle/Pedestrian,BELL-59
BELL-60,150493,East King County Bicycle Wayfinding - Bellevue Corridors,FHWA Countywide,Bellevue,2009,CMAQ,King Countywide Forum,Bicycle/Pedestrian,BELL-60
BELL-61,3301496,NE 4th Street Extension (116th to 120th Avenues NE),FHWA RPEC,Bellevue,2011,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,BELL-61
BELL-65,450000,Factoria Boulevard Overlay (SE 36th Street to SE 41st Place),FHWA Countywide,Bellevue,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BELL-65
BELL-7,353000,Improvements to the HOV Lanes on or Accessing SR-520,FHWA Countywide,Bellevue,1993,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BELL-7
BELL-70,796000,Mountains to Sound Greenway Trail,FHWA Countywide,Bellevue,2014,CMAQ,King Countywide Forum,Bicycle/Pedestrian,BELL-70
BELL-73,1457400,Richards Road/Lake Hills Connector Overlay ,FHWA Countywide,Bellevue,2014,STP(UL),King Countywide Forum,"Preservation, Maintenance & Operations",BELL-73
BELL-74,3000000,NE 15th Street (a.k.a. Spring Boulevard) Multi-Modal Corridor ,FHWA RPEC,Bellevue,2014,STP(UL),RPEC,General Purpose & High Occupancy Vehicle Capacity,BELL-74
BON-10,161755,Angeline Road and Church Lake Road Resurfacing,FHWA Countywide,Bonney Lake,2012,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",BON-10
BON-11,174730,Angeline Road South Overlay Project,FHWA Countywide,Bonney Lake,2012,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",BON-11
BON-15,638063,SR-410 and Veterans Memorial Drive Intersection Improvements Ph. 1 ,FHWA Countywide,Bonney Lake,2014,STP(UL),Pierce Countywide Forum,Safety & Efficiency,BON-15
BON-5,292500,Myers Road Reconstruction Phase 1,FHWA Countywide,Bonney Lake,1993,STP(U),Pierce Countywide Forum,Safety & Efficiency,BON-5
BOTH-14,50000,North Creek Tech. Corridor-University of Wash Freeway Flyer Stop Construction,FHWA Countywide,Bothell,1995,STP(U),King Countywide Forum,Transit Capital & Expansion,BOTH-14
BOTH-15,269000,228th Street:  Locust Way to 9th Avenue SE,FHWA Countywide,Bothell,1995,STP(U),Snohomish Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BOTH-15
BOTH-16,125000,Maltby Road and 15th Avenue SE Roadway Rehabilitation,FHWA Countywide,Bothell,1995,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",BOTH-16
BOTH-18,150000,Arterial Resurfacing and Rehabilitation,FHWA Countywide,Bothell,1997,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",BOTH-18
BOTH-19,800000,228th St SE,FHWA Countywide,Bothell,1997,STP(U),Snohomish Countywide Forum,Safety & Efficiency,BOTH-19
BOTH-2 ,65000,Meridian Avenue West Sidewalk,FHWA Countywide,Bothell,1993,STP(U),Snohomish Countywide Forum,Bicycle/Pedestrian,BOTH-2
BOTH-20,436000,North Creek Trail - Section 2 Stage 1 (Fitzgerald Road),FHWA Countywide,Bothell,2004,CMAQ,King Countywide Forum,Bicycle/Pedestrian,BOTH-20
BOTH-20,500000,North Creek Trail - Section 2 Stage 1 (Fitzgerald Road),FHWA Countywide,Bothell,2002,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,BOTH-20
BOTH-20,600000,North Creek Trail - Section 2 Stage 1 (Fitzgerald Road),FHWA Countywide,Bothell,2004,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,BOTH-20
BOTH-20,625000,North Creek Trail - Section 2 Stage 1 (Fitzgerald Road),FHWA RPEC,Bothell,1999,CMAQ,RPEC,Bicycle/Pedestrian,BOTH-20
BOTH-20,786144,North Creek Trail - Section 2 Stage 1 (Fitzgerald Road),FHWA Countywide,Bothell,2006,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,BOTH-20
BOTH-20B,537000,"North Creek Trail - Section 1, Stage 1",FHWA Countywide,Bothell,2006,CMAQ,King Countywide Forum,Bicycle/Pedestrian,BOTH-20B
BOTH-21,170000,"Annual Overlay Program, 2001-2002",FHWA Countywide,Bothell,1999,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",BOTH-21
BOTH-22,2000000,SR-522: Wayne Curve (Improvements at 96th Ave. NE),FHWA RPEC,Bothell,2005,STP(U),RPEC,Safety & Efficiency,BOTH-22
BOTH-22,2500000,SR-522: Wayne Curve (Improvements at 96th Ave. NE),FHWA Countywide,Bothell,2006,STP(U),King Countywide Forum,Safety & Efficiency,BOTH-22
BOTH-23,170950,Overlay for NE 195th Street and 120th Ave. NE,FHWA Countywide,Bothell,1999,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BOTH-23
BOTH-23,170950,Overlay for NE 195th Street and 120th Ave. NE,FHWA Countywide,Bothell,2003,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BOTH-23
BOTH-24,96926,102nd Ave NE Bridge Resurfacing Project,FHWA Countywide,Bothell,2002,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BOTH-24
BOTH-25,200000,SR 527 Signal System Interconnect Project,FHWA Countywide,Bothell,2002,STP(U),Snohomish Countywide Forum,Safety & Efficiency,BOTH-25
BOTH-26,253756,88th Avenue NE Resurfacing (NE 180th Street to just north of 203rd Place),FHWA Countywide,Bothell,2004,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BOTH-26
BOTH-27,2000000,SR 527 Improvements (240th St SE to 228th St SE),FHWA Countywide,Bothell,2006,STP(U),Snohomish Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BOTH-27
BOTH-27,4500000,SR 527 Improvements (240th St SE to 228th St SE),FHWA Countywide,Bothell,2009,STP(U),Snohomish Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BOTH-27
BOTH-28,839873,City of Bothell Intelligent Transportation System (ITS),FHWA Countywide,Bothell,2006,CMAQ,Snohomish Countywide Forum,Safety & Efficiency,BOTH-28
BOTH-29,4000000,Bothell Crossroads,FHWA Countywide,Bothell,2009,STP(U),King Countywide Forum,Safety & Efficiency,BOTH-29
BOTH-33,384000,39th/35th Ave SE Corridor Preservation Project,FHWA Countywide,Bothell,2012,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",BOTH-33
BOTH-34,350000,NE 195th Street / 120th Ave NE Corridor Overlay Project,FHWA Countywide,Bothell,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BOTH-34
BOTH-35,4000000,SR 522 Multi-Modal Corridor Stage 3 Improvements (83rd Place NE to Wayne Curve),FHWA Countywide,Bothell,2012,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BOTH-35
BOTH-35,5190000,SR 522 Multi-Modal Corridor Stage 3 Improvements (83rd Place NE to Wayne Curve),FHWA RPEC,Bothell,2014,STP(UL),RPEC,General Purpose & High Occupancy Vehicle Capacity,BOTH-35
BOTH-44,432000,228th St SE and 29th Drive SE Traffic Signal and Intersection Improvement Project ,FHWA Countywide,Bothell,2014,STP(UL),Snohomish Countywide Forum,Safety & Efficiency,BOTH-44
BOTH-45,673000,"4th Ave W, 9th Ave SE and Fitzgerald Road/240th St SE Pavement Overlay Project ",FHWA Countywide,Bothell,2014,STP(UL),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",BOTH-45
BOTH-46,735000,North Creek Trail Section 4  ,FHWA Countywide,Bothell,2014,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,BOTH-46
BOTH-47,134000,Non-Motorized Bridge over Sammamish River in the Park at Bothell Landing ,FHWA Countywide,Bothell,2014,CMAQ,King Countywide Forum,"Preservation, Maintenance & Operations",BOTH-47
BRE-1,675000,SR-304 Transportation Improvement Project,FHWA Countywide,Bremerton,1993,STP(U),Kitsap Countywide Forum,Safety & Efficiency,BRE-1
BRE-1,1000000,SR-304 Transportation Improvement Project,FHWA RPEC,Bremerton,1999,STP(U),RPEC,Safety & Efficiency,BRE-1
BRE-1,3719500,SR-304 Transportation Improvement Project,FHWA RPEC,Bremerton,2002,STP(U),RPEC,Safety & Efficiency,BRE-1
BRE-1,4500000,SR-304 Transportation Improvement Project,FHWA RPEC,Bremerton,1997,STP(U),RPEC,Safety & Efficiency,BRE-1
BRE-11,389250,Belfair Valley Road and Lake Flora Road Preservation Project,FHWA Countywide,Bremerton,2012,STP(U),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",BRE-11
BRE-13,692000,Austin Drive Pavement Preservation ,FHWA Countywide,Bremerton,2014,STP(US),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",BRE-13
BRE-14,692000,Bremerton Crosswalk Improvements ,FHWA Countywide,Bremerton,2014,STP(US),Kitsap Countywide Forum,Bicycle/Pedestrian,BRE-14
BRE-4,1025154,West Hills Commercial/Werner Corridor Improvements,FHWA Countywide,Bremerton,1999,STP(U),Kitsap Countywide Forum,Safety & Efficiency,BRE-4
BRE-5,900000,Auto Center Way - 6th Street to Southbound SR 3 On-Ramp,FHWA Countywide,Bremerton,2004,STP(U),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BRE-5
BRE-6,250000,Harlow Drive / Kitsap Lake Elementary Pedestrian Improvements,FHWA Countywide,Bremerton,2004,STP(U),Kitsap Countywide Forum,Bicycle/Pedestrian,BRE-6
BRE-7,150000,SR-303 Corridor 11th Street at Warren Avenue,FHWA Countywide,Bremerton,2006,STP(U),Kitsap Countywide Forum,Safety & Efficiency,BRE-7
BRE-7,1864728,SR-303 Corridor 11th Street at Warren Avenue,FHWA Countywide,Bremerton,2009,STP(U),Kitsap Countywide Forum,Safety & Efficiency,BRE-7
BRE-9,3000000,Pacific Avenue (from 6th to 11th Streets in Bremerton) Improvements,FHWA RPEC,Bremerton,2009,STP(U),RPEC,"Preservation, Maintenance & Operations",BRE-9
BUC-1,216000,SR-165/SR-410 Intersection Improvements,FHWA Countywide,Buckley,1993,STP(U),Pierce Countywide Forum,Safety & Efficiency,BUC-1
BUR-1,328000,Burien Transit Center Bike & Ride Terminal,FHWA Countywide,Burien,1993,STP(U),King Countywide Forum,Bicycle/Pedestrian,BUR-1
BUR-11,950000,Burien Town Square (Street Grid Project),FHWA Countywide,Burien,2006,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,BUR-11
BUR-12,122000,4th Avenue Non-motorized Project,FHWA Countywide,Burien,2006,CMAQ,King Countywide Forum,Bicycle/Pedestrian,BUR-12
BUR-3,220000,Pedestrian Crosswalk Safety and ADA Accessibility,FHWA Countywide,Burien,1995,STP(U),King Countywide Forum,"Studies, TDM, Other",BUR-3
BUR-4,219000,"Sylvester Road Multimodal/4th Ave SW Roadway Reconstruction, Phase 1",FHWA Countywide,Burien,1997,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BUR-4
BUR-5,322017,SW 152nd Street Streetscape Enhancement Project,FHWA Countywide,Burien,1999,STP(U),King Countywide Forum,Bicycle/Pedestrian,BUR-5
BUR-7,364810,1st Avenue South Phase 2 (SW 140th Street to SW 146th Street),FHWA Countywide,Burien,2002,STP(U),King Countywide Forum,Safety & Efficiency,BUR-7
BUR-7,2500000,1st Avenue South Phase 2 (SW 140th Street to SW 146th Street),FHWA Countywide,Burien,2009,STP(U),King Countywide Forum,Safety & Efficiency,BUR-7
BUR-8,600000,Ambaum Blvd SW & S/SW 156th St Pedestrian & Bicycle Enhancement Project,FHWA Countywide,Burien,2004,CMAQ,King Countywide Forum,Bicycle/Pedestrian,BUR-8
BUR-9,337444,4th Avenue SW Transit Corridor Project (SW 150th Street to SW 153rd Street),FHWA Countywide,Burien,2004,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",BUR-9
CAR-1,117000,Tolt Ave. Traffic Bulbs,FHWA Countywide,Carnation,1993,STP(R),King Countywide Forum,Safety & Efficiency,CAR-1
CAR-2,36000,Tolt Ave. Pedestrian Improve. & Storm Water Control,FHWA Countywide,Carnation,1993,STP(R),King Countywide Forum,Bicycle/Pedestrian,CAR-2
CAR-4,35000,West Entwistle Street Sidewalks (SR-203 to Stewart Street),FHWA Countywide,Carnation,1999,STP(R),King Countywide Forum,Bicycle/Pedestrian,CAR-4
CAR-5,47680,Tolt Avenue Pedestrian Improvements @ Tolt Middle School,FHWA Countywide,Carnation,1997,STP(U),King Countywide Forum,Bicycle/Pedestrian,CAR-5
CAR-6,20000,Signalized Intersection - Tolt Avenue (SR-203) at Entwistle Street,FHWA Countywide,Carnation,2008,STP(R),King Countywide Forum,Safety & Efficiency,CAR-6
CAR-6,50000,Signalized Intersection - Tolt Avenue (SR-203) at Entwistle Street,FHWA Countywide,Carnation,2006,STP(R),King Countywide Forum,Safety & Efficiency,CAR-6
CH-1,35312,Citywide Preservation,FHWA Countywide,Clyde Hill,1999,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",CH-1
COV-1,85808,SR 516 Access Control / Signal (West City Limits to East City Limits,FHWA Countywide,Covington,2002,STP(U),King Countywide Forum,Safety & Efficiency,COV-1
COV-1,137280,SR 516 Access Control / Signal (West City Limits to East City Limits,FHWA Countywide,Covington,2004,STP(U),King Countywide Forum,Safety & Efficiency,COV-1
COV-1,155284,SR 516 Access Control / Signal (West City Limits to East City Limits,FHWA Countywide,Covington,1999,STP(U),King Countywide Forum,Safety & Efficiency,COV-1
CT-25,592673,The Commuter Connection at Ash Way,FHWA Countywide,Community Transit,1995,CMAQ,Snohomish Countywide Forum,Transit Capital & Expansion,CT-25
CT-27,450000,Bus Replacement,FHWA Countywide,Community Transit,1997,CMAQ,Snohomish Countywide Forum,"Preservation, Maintenance & Operations",CT-27
CT-27,16320000,Bus Replacement,FTA Earned Share,Community Transit,2006,5307(Urban),STE Noncompetitive,"Preservation, Maintenance & Operations",CT-27
CT-3,200000,Edmonds Community College Transit Center,FHWA Countywide,Community Transit,1993,CMAQ,Snohomish Countywide Forum,Transit Capital & Expansion,CT-3
CT-33,2800000,Preventive Maintenance,FTA Earned Share,Community Transit,2009,5307(Urban),Marysville UZA,"Preservation, Maintenance & Operations",CT-33
CT-33,3000000,Preventive Maintenance,FTA Earned Share,Community Transit,2006,5307(Urban),STE Noncompetitive,"Preservation, Maintenance & Operations",CT-33
CT-33,9680000,Preventive Maintenance,FTA Earned Share,Community Transit,2009,5307(Urban),STE Noncompetitive,"Preservation, Maintenance & Operations",CT-33
CT-34,3000000,ADA Paratransit Operations,FTA Earned Share,Community Transit,2006,5307(Urban),STE Noncompetitive,"Preservation, Maintenance & Operations",CT-34
CT-34,9680000,ADA Paratransit Operations,FTA Earned Share,Community Transit,2009,5307(Urban),STE Noncompetitive,"Preservation, Maintenance & Operations",CT-34
CT-35,91298,Terrace Station,FHWA Countywide,Community Transit,2004,CMAQ,Snohomish Countywide Forum,Transit Capital & Expansion,CT-35
CT-35,577990,Terrace Station,FHWA Countywide,Community Transit,1999,STP(U),Snohomish Countywide Forum,Transit Capital & Expansion,CT-35
CT-35,772010,Terrace Station,FHWA Countywide,Community Transit,1999,CMAQ,Snohomish Countywide Forum,Transit Capital & Expansion,CT-35
CT-35,800000,Terrace Station,FHWA RPEC,Community Transit,1999,CMAQ,RPEC,Transit Capital & Expansion,CT-35
CT-35,1908702,Terrace Station,FHWA RPEC,Community Transit,2004,CMAQ,RPEC,Transit Capital & Expansion,CT-35
CT-36,108939,Central Puget Sound Commute Trip Reduction Enhancement Project,FHWA RPEC,Community Transit,2000,CMAQ,RPEC,"Studies, TDM, Other",CT-36
CT-40,250000,SR-99 Bus Rapid Transit,FTA Competitive,Community Transit,2006,5307(Urban),STE Competitive,Transit Capital & Expansion,CT-40
CT-40,500000,SR-99 Bus Rapid Transit,FTA Competitive,Community Transit,2009,5307(Urban),STE Competitive,Transit Capital & Expansion,CT-40
